Breda(101_G) "51:35:27" NB "4:46:35" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,N,Q_N,Phg,Q_Phg,RD,Q_RD,TA,Q_TA,T,Q_T
18510727,1400,,,,,,,76067,0,,,,,200,0
18510728,800,,,,,,,76279,0,,,,,187,0
18510728,1400,,,,,,,76163,0,,,,,248,0
18510729,800,,,,,,,75804,0,,,,,218,0
18510729,1400,,,,,,,75789,0,,,,,205,0
18510730,800,,,,,,,75788,0,,,,,177,0
18510730,1400,,,,,,,75744,0,,,,,209,0
18510731,800,,,,,,,75976,0,,,,,199,0
18510731,1400,,,,,,,76000,0,,,,,206,0
18510801,800,,,,,,,75822,0,,,,,172,0
18510801,1400,,,,,,,75856,0,,,,,211,0
18510802,800,,,,,,,76060,0,,,,,178,0
18510802,1400,,,,,,,76203,0,,,,,252,0
18510803,800,,,,,,,76431,0,,,,,188,0
18510803,1400,,,,,,,76447,0,,,,,244,0
18510804,800,,,,,,,76509,0,,,,,194,0
18510804,1400,,,,,,,76528,0,,,,,255,0
18510805,800,,,,,,,76998,0,,,,,166,0
18510805,1400,,,,,,,76853,0,,,,,212,0
18510806,800,,,,,,,76768,0,,,,,151,0
18510806,1400,,,,,,,76637,0,,,,,217,0
18510807,800,,,,,,,76403,0,,,,,183,0
18510807,1400,,,,,,,76295,0,,,,,272,0
18510808,800,,,,,,,76144,0,,,,,198,0
18510808,1400,,,,,,,76089,0,,,,,276,0
18510809,800,,,,,,,76000,0,,,,,199,0
18510809,1400,,,,,,,76062,0,,,,,272,0
18510810,800,,,,,,,76338,0,,,,,194,0
18510810,1400,,,,,,,76350,0,,,,,211,0
18510811,800,,,,,,,76509,0,,,,,172,0
18510811,1400,,,,,,,76563,0,,,,,191,0
18510812,800,,,,,,,76660,0,,,,,172,0
18510812,1400,,,,,,,76604,0,,,,,251,0
18510813,800,,,,,,,76429,0,,,,,202,0
18510813,1400,,,,,,,76232,0,,,,,292,0
18510814,800,,,,,,,75973,0,,,,,189,0
18510814,1400,,,,,,,76045,0,,,,,252,0
18510815,800,,,,,,,75927,0,,,,,201,0
18510815,1400,,,,,,,75982,0,,,,,251,0
18510816,800,,,,,,,76230,0,,,,,188,0
18510816,1400,,,,,,,76282,0,,,,,253,0
18510817,800,,,,,,,76020,0,,,,,205,0
18510817,1400,,,,,,,76008,0,,,,,251,0
18510818,800,,,,,,,75981,0,,,,,194,0
18510818,1400,,,,,,,76194,0,,,,,197,0
18510819,800,,,,,,,76902,0,,,,,175,0
18510819,1400,,,,,,,76998,0,,,,,222,0
18510820,800,,,,,,,77069,0,,,,,196,0
18510820,1400,,,,,,,76921,0,,,,,248,0
18510821,800,,,,,,,76589,0,,,,,201,0
18510821,1400,,,,,,,76390,0,,,,,265,0
18510822,800,,,,,,,76298,0,,,,,179,0
18510822,1400,,,,,,,76240,0,,,,,261,0
18510823,800,,,,,,,76035,0,,,,,205,0
18510823,1400,,,,,,,75843,0,,,,,274,0
18510824,800,,,,,,,76046,0,,,,,194,0
18510825,800,,,,,,,76106,0,,,,,172,0
18510825,1400,,,,,,,76153,0,,,,,200,0
18510826,800,,,,,,,76474,0,,,,,157,0
18510826,1400,,,,,,,76337,0,,,,,212,0
18510827,800,,,,,,,75979,0,,,,,192,0
18510827,1400,,,,,,,76018,0,,,,,217,0
18510828,800,,,,,,,74473,0,,,,,138,0
18510828,1400,,,,,,,75125,0,,,,,155,0
18510829,800,,,,,,,75272,0,,,,,111,0
18510829,1400,,,,,,,75253,0,,,,,139,0
18510830,800,,,,,,,75738,0,,,,,138,0
18510830,1400,,,,,,,75829,0,,,,,177,0
18510831,800,,,,,,,76451,0,,,,,138,0
18510831,1400,,,,,,,76615,0,,,,,172,0
18510901,800,,,,,,,76581,0,,,,,146,0
18510901,1400,,,,,,,76531,0,,,,,175,0
18510902,800,,,,,,,76077,0,,,,,161,0
18510902,1400,,,,,,,75966,0,,,,,177,0
18510903,800,,,,,,,76342,0,,,,,166,0
18510903,1400,,,,,,,76314,0,,,,,194,0
18510904,800,,,,,,,75955,0,,,,,166,0
18510904,1400,,,,,,,75911,0,,,,,169,0
18510905,800,,,,,,,76233,0,,,,,152,0
18510905,1400,,,,,,,76354,0,,,,,187,0
18510906,800,,,,,,,76820,0,,,,,148,0
18510906,1400,,,,,,,76843,0,,,,,157,0
18510907,800,,,,,,,77106,0,,,,,144,0
18510907,1400,,,,,,,77077,0,,,,,186,0
18510908,800,,,,,,,77215,0,,,,,135,0
18510908,1400,,,,,,,77256,0,,,,,161,0
18510909,800,,,,,,,77446,0,,,,,111,0
18510909,1400,,,,,,,77448,0,,,,,177,0
18510910,800,,,,,,,77550,0,,,,,122,0
18510910,1400,,,,,,,77547,0,,,,,177,0
18510911,800,,,,,,,77459,0,,,,,148,0
18510911,1400,,,,,,,77349,0,,,,,199,0
18510912,800,,,,,,,77114,0,,,,,133,0
18510912,1400,,,,,,,76936,0,,,,,195,0
18510913,800,,,,,,,76867,0,,,,,155,0
18510913,1400,,,,,,,76909,0,,,,,177,0
18510914,800,,,,,,,77121,0,,,,,144,0
18510914,1400,,,,,,,77165,0,,,,,194,0
18510915,800,,,,,,,77396,0,,,,,149,0
18510915,1400,,,,,,,77486,0,,,,,171,0
18510916,800,,,,,,,77649,0,,,,,144,0
18510916,1400,,,,,,,77600,0,,,,,156,0
18510917,800,,,,,,,77237,0,,,,,125,0
18510917,1400,,,,,,,77087,0,,,,,176,0
18510918,800,,,,,,,76735,0,,,,,127,0
18510918,1400,,,,,,,76425,0,,,,,188,0
18510919,800,,,,,,,76214,0,,,,,111,0
18510919,1400,,,,,,,76135,0,,,,,161,0
18510920,800,,,,,,,76229,0,,,,,111,0
18510920,1400,,,,,,,76159,0,,,,,177,0
18510921,800,,,,,,,75817,0,,,,,146,0
18510921,1400,,,,,,,75859,0,,,,,168,0
18510922,800,,,,,,,75894,0,,,,,145,0
18510922,1400,,,,,,,76075,0,,,,,197,0
18510923,800,,,,,,,76404,0,,,,,126,0
18510923,1400,,,,,,,76440,0,,,,,199,0
18510924,800,,,,,,,76504,0,,,,,116,0
18510924,1400,,,,,,,76404,0,,,,,161,0
18510925,800,,,,,,,76000,0,,,,,111,0
18510925,1400,,,,,,,75663,0,,,,,174,0
18510926,800,,,,,,,75291,0,,,,,94,0
18510926,1400,,,,,,,75391,0,,,,,110,0
18510927,800,,,,,,,75605,0,,,,,89,0
18510927,1400,,,,,,,75582,0,,,,,128,0
18510928,800,,,,,,,75914,0,,,,,77,0
18510928,1400,,,,,,,75987,0,,,,,135,0
18510929,800,,,,,,,75863,0,,,,,84,0
18510929,1400,,,,,,,75666,0,,,,,156,0
18510930,800,,,,,,,75298,0,,,,,113,0
18510930,1400,,,,,,,75116,0,,,,,161,0
18511001,800,,,,,,,75021,0,,,,,127,0
18511001,1400,,,,,,,74750,0,,,,,188,0
18511002,800,,,,,,,74846,0,,,,,127,0
18511002,1400,,,,,,,75086,0,,,,,171,0
18511003,800,,,,,,,75257,0,,,,,90,0
18511003,1400,,,,,,,75341,0,,,,,171,0
18511004,800,,,,,,,75300,0,,,,,120,0
18511004,1400,,,,,,,75059,0,,,,,159,0
18511005,800,,,,,,,75376,0,,,,,103,0
18511005,1400,,,,,,,75393,0,,,,,150,0
18511006,800,,,,,,,75632,0,,,,,101,0
18511006,1400,,,,,,,75496,0,,,,,122,0
18511007,800,,,,,,,75657,0,,,,,107,0
18511007,1400,,,,,,,75598,0,,,,,100,0
18511008,800,,,,,,,75465,0,,,,,117,0
18511008,1400,,,,,,,75708,0,,,,,133,0
18511009,800,,,,,,,76163,0,,,,,73,0
18511009,1400,,,,,,,76007,0,,,,,128,0
18511010,800,,,,,,,75995,0,,,,,140,0
18511011,800,,,,,,,76890,0,,,,,144,0
18511011,1400,,,,,,,76935,0,,,,,177,0
18511012,800,,,,,,,77017,0,,,,,137,0
18511012,1400,,,,,,,76966,0,,,,,171,0
18511013,800,,,,,,,76797,0,,,,,134,0
18511013,1400,,,,,,,76497,0,,,,,172,0
18511014,800,,,,,,,76174,0,,,,,138,0
18511014,1400,,,,,,,76093,0,,,,,152,0
18511015,800,,,,,,,75315,0,,,,,121,0
18511015,1400,,,,,,,74983,0,,,,,144,0
18511016,800,,,,,,,75031,0,,,,,105,0
18511016,1400,,,,,,,75193,0,,,,,111,0
18511017,800,,,,,,,75537,0,,,,,66,0
18511017,1400,,,,,,,75695,0,,,,,99,0
18511018,800,,,,,,,76289,0,,,,,44,0
18511018,1400,,,,,,,76217,0,,,,,133,0
18511019,800,,,,,,,76341,0,,,,,109,0
18511019,1400,,,,,,,76428,0,,,,,151,0
18511020,800,,,,,,,76607,0,,,,,127,0
18511020,1400,,,,,,,76610,0,,,,,165,0
18511021,800,,,,,,,76569,0,,,,,135,0
18511021,1400,,,,,,,76231,0,,,,,174,0
18511022,800,,,,,,,76324,0,,,,,111,0
18511022,1400,,,,,,,76374,0,,,,,122,0
18511023,800,,,,,,,76814,0,,,,,112,0
18511023,1400,,,,,,,76867,0,,,,,146,0
18511024,800,,,,,,,77057,0,,,,,111,0
18511024,1400,,,,,,,77077,0,,,,,134,0
18511025,800,,,,,,,77178,0,,,,,109,0
18511025,1400,,,,,,,77117,0,,,,,128,0
18511026,800,,,,,,,76841,0,,,,,77,0
18511026,1400,,,,,,,76595,0,,,,,144,0
18511027,800,,,,,,,76166,0,,,,,112,0
18511027,1400,,,,,,,76246,0,,,,,133,0
18511028,800,,,,,,,76441,0,,,,,107,0
18511028,1400,,,,,,,76089,0,,,,,118,0
18511029,800,,,,,,,75609,0,,,,,88,0
18511029,1400,,,,,,,74542,0,,,,,102,0
18511030,800,,,,,,,74575,0,,,,,52,0
18511030,1400,,,,,,,74698,0,,,,,71,0
18511031,800,,,,,,,75039,0,,,,,56,0
18511031,1400,,,,,,,75060,0,,,,,88,0
18511101,800,,,,,,,75272,0,,,,,38,0
18511101,1400,,,,,,,75298,0,,,,,91,0
18511102,800,,,,,,,75004,0,,,,,45,0
18511102,1400,,,,,,,74630,0,,,,,72,0
18511103,800,,,,,,,75234,0,,,,,45,0
18511103,1400,,,,,,,75463,0,,,,,68,0
18511104,800,,,,,,,75773,0,,,,,19,0
18511104,1400,,,,,,,75622,0,,,,,68,0
18511105,800,,,,,,,75777,0,,,,,48,0
18511105,1400,,,,,,,75556,0,,,,,76,0
18511106,800,,,,,,,75397,0,,,,,68,0
18511106,1400,,,,,,,75312,0,,,,,75,0
18511107,800,,,,,,,75387,0,,,,,46,0
18511107,1400,,,,,,,75516,0,,,,,69,0
18511108,800,,,,,,,75872,0,,,,,34,0
18511108,1400,,,,,,,75791,0,,,,,78,0
18511109,800,,,,,,,75938,0,,,,,47,0
18511109,1400,,,,,,,75973,0,,,,,85,0
18511110,800,,,,,,,75612,0,,,,,21,0
18511111,800,,,,,,,76158,0,,,,,32,0
18511111,1400,,,,,,,76224,0,,,,,63,0
18511112,800,,,,,,,76694,0,,,,,18,0
18511112,1400,,,,,,,76775,0,,,,,59,0
18511113,800,,,,,,,77263,0,,,,,27,0
18511113,1400,,,,,,,77312,0,,,,,72,0
18511114,800,,,,,,,76573,0,,,,,55,0
18511114,1400,,,,,,,76630,0,,,,,58,0
18511115,800,,,,,,,76175,0,,,,,17,0
18511115,1400,,,,,,,75994,0,,,,,48,0
18511116,800,,,,,,,75507,0,,,,,25,0
18511116,1400,,,,,,,75376,0,,,,,36,0
18511117,800,,,,,,,75088,0,,,,,-5,0
18511117,1400,,,,,,,75157,0,,,,,11,0
18511118,800,,,,,,,75400,0,,,,,-1,0
18511118,1400,,,,,,,75425,0,,,,,25,0
18511119,800,,,,,,,75675,0,,,,,-5,0
18511119,1400,,,,,,,75502,0,,,,,15,0
18511120,800,,,,,,,75566,0,,,,,12,0
18511120,1400,,,,,,,75662,0,,,,,21,0
18511121,800,,,,,,,76026,0,,,,,-9,0
18511121,1400,,,,,,,75879,0,,,,,5,0
18511122,800,,,,,,,75716,0,,,,,37,0
18511122,1400,,,,,,,75954,0,,,,,49,0
18511123,800,,,,,,,76421,0,,,,,16,0
18511123,1400,,,,,,,76073,0,,,,,23,0
18511124,800,,,,,,,75410,0,,,,,6,0
18511124,1400,,,,,,,74876,0,,,,,0,0
18511125,800,,,,,,,74728,0,,,,,0,0
18511125,1400,,,,,,,74795,0,,,,,14,0
18511126,800,,,,,,,75055,0,,,,,9,0
18511126,1400,,,,,,,75178,0,,,,,18,0
18511127,800,,,,,,,75536,0,,,,,0,0
18511127,1400,,,,,,,75623,0,,,,,13,0
18511128,800,,,,,,,75833,0,,,,,38,0
18511128,1400,,,,,,,75973,0,,,,,51,0
18511129,800,,,,,,,76377,0,,,,,39,0
18511129,1400,,,,,,,76597,0,,,,,61,0
18511130,800,,,,,,,76689,0,,,,,12,0
18511130,1400,,,,,,,76612,0,,,,,42,0
18511201,800,,,,,,,76738,0,,,,,5,0
18511201,1400,,,,,,,76524,0,,,,,26,0
18511202,800,,,46,0,,,,,,,3,0,,
18511202,1400,,,50,0,,,,,,,8,0,,
18511203,800,,,71,0,,,,,,,13,0,,
18511203,1400,,,76,0,,,,,,,4,0,,
18511204,800,,,65,0,,,,,,,6,0,,
18511204,1400,,,71,0,,,,,,,-7,0,,
18511205,800,,,86,0,,,,,,,0,0,,
18511205,1400,,,88,0,,,,,,,1,0,,
18511206,800,,,72,0,,,,,,,41,0,,
18511206,1400,,,83,0,,,,,,,35,0,,
18511207,800,,,83,0,,,,,,,42,0,,
18511207,1400,,,74,0,,,,,,,33,0,,
18511208,800,,,31,0,,,,,,,12,0,,
18511208,1400,,,42,0,,,,,,,18,0,,
18511209,800,,,86,0,,,,,,,21,0,,
18511209,1400,,,86,0,,,,,,,60,0,,
18511210,800,,,62,0,,,,,,,79,0,,
18511210,1400,,,60,0,,,,,,,75,0,,
18511211,800,,,98,0,,,,,,,41,0,,
18511211,1400,,,134,0,,,,,,,61,0,,
18511212,800,,,168,0,,,,,,,-22,0,,
18511212,1400,,,159,0,,,,,,,-12,0,,
18511213,800,,,149,0,,,,,,,-7,0,,
18511213,1400,,,145,0,,,,,,,-5,0,,
18511214,800,,,152,0,,,,,,,-20,0,,
18511214,1400,,,158,0,,,,,,,7,0,,
18511215,800,,,148,0,,,,,,,-17,0,,
18511215,1400,,,146,0,,,,,,,-24,0,,
18511216,800,,,142,0,,,,,,,-28,0,,
18511216,1400,,,126,0,,,,,,,-22,0,,
18511217,800,,,114,0,,,,,,,-10,0,,
18511217,1400,,,108,0,,,,,,,5,0,,
18511218,800,,,94,0,,,,,,,-22,0,,
18511218,1400,,,86,0,,,,,,,8,0,,
18511219,800,,,85,0,,,,,,,-45,0,,
18511219,1400,,,84,0,,,,,,,-17,0,,
18511220,800,,,82,0,,,,,,,4,0,,
18511220,1400,,,73,0,,,,,,,26,0,,
18511221,800,,,33,0,,,,,,,-3,0,,
18511221,1400,,,-21,0,,,,,,,17,0,,
18511222,800,,,-61,0,,,,,,,9,0,,
18511222,1400,,,-50,0,,,,,,,40,0,,
18511223,800,,,20,0,,,,,,,-2,0,,
18511223,1400,,,59,0,,,,,,,2,0,,
18511224,800,,,88,0,,,,,,,-7,0,,
18511224,1400,,,88,0,,,,,,,-5,0,,
18511225,800,,,87,0,,,,,,,13,0,,
18511225,1400,,,80,0,,,,,,,19,0,,
18511226,800,,,138,0,,,,,,,-40,0,,
18511226,1400,,,147,0,,,,,,,-16,0,,
18511227,800,,,107,0,,,,,,,7,0,,
18511227,1400,,,105,0,,,,,,,0,0,,
18511228,800,,,97,0,,,,,,,-29,0,,
18511228,1400,,,117,0,,,,,,,-25,0,,
18511229,800,,,147,0,,,,,,,-54,0,,
18511229,1400,,,139,0,,,,,,,25,0,,
18511230,800,,,133,0,,,,,,,-11,0,,
18511230,1400,,,128,0,,,,,,,4,0,,
18511231,800,,,91,0,,,,,,,0,0,,
18511231,1400,,,69,0,,,,,,,-1,0,,
18520101,800,,,13,0,,,,,,,-10,0,,
18520101,1400,,,-17,0,,,,,,,,,,
18520102,800,,,-47,0,,,,,,,-24,0,,
18520102,1400,,,-56,0,,,,,,,,,,
18520103,800,,,-44,0,,,,,,,0,0,,
18520103,1400,,,-36,0,,,,,,,,,,
18520104,800,,,-135,0,,,,,,,43,0,,
18520104,1400,,,-65,0,,,,,,,,,,
18520105,800,,,81,0,,,,,,,-6,0,,
18520105,1400,,,90,0,,,,,,,,,,
18520106,800,,,34,0,,,,,,,-18,0,,
18520106,1400,,,12,0,,,,,,,,,,
18520107,800,,,-52,0,,,,,,,43,0,,
18520107,1400,,,-62,0,,,,,,,,,,
18520108,800,,,8,0,,,,,,,7,0,,
18520108,1400,,,-32,0,,,,,,,,,,
18520109,800,,,-219,0,,,,,,,62,0,,
18520109,1400,,,-188,0,,,,,,,,,,
18520110,800,,,-95,0,,,,,,,15,0,,
18520110,1400,,,-54,0,,,,,,,,,,
18520111,800,,,-186,0,,,,,,,29,0,,
18520111,1400,,,-198,0,,,,,,,,,,
18520112,800,,,-142,0,,,,,,,82,0,,
18520112,1400,,,-143,0,,,,,,,,,,
18520113,800,,,-210,0,,,,,,,68,0,,
18520113,1400,,,-91,0,,,,,,,,,,
18520114,800,,,-52,0,,,,,,,92,0,,
18520114,1400,,,-36,0,,,,,,,,,,
18520115,800,,,-42,0,,,,,,,71,0,,
18520115,1400,,,-54,0,,,,,,,,,,
18520116,800,,,-41,0,,,,,,,73,0,,
18520116,1400,,,-34,0,,,,,,,,,,
18520117,800,,,-14,0,,,,,,,52,0,,
18520117,1400,,,8,0,,,,,,,,,,
18520118,800,,,86,0,,,,,,,13,0,,
18520118,1400,,,91,0,,,,,,,,,,
18520119,800,,,87,0,,,,,,,14,0,,
18520119,1400,,,71,0,,,,,,,,,,
18520120,800,,,14,0,,,,,,,-2,0,,
18520120,1400,,,-17,0,,,,,,,,,,
18520121,800,,,21,0,,,,,,,24,0,,
18520121,1400,,,9,0,,,,,,,,,,
18520122,800,,,-171,0,,,,,,,84,0,,
18520122,1400,,,-140,0,,,,,,,,,,
18520123,800,,,-106,0,,,,,,,27,0,,
18520123,1400,,,-75,0,,,,,,,,,,
18520124,800,,,14,0,,,,,,,-6,0,,
18520124,1400,,,-3,0,,,,,,,,,,
18520125,800,,,-27,0,,,,,,,46,0,,
18520125,1400,,,-14,0,,,,,,,,,,
18520126,800,,,52,0,,,,,,,13,0,,
18520126,1400,,,51,0,,,,,,,,,,
18520127,800,,,3,0,,,,,,,3,0,,
18520127,1400,,,-58,0,,,,,,,,,,
18520128,800,,,-48,0,,,,,,,27,0,,
18520128,1400,,,-27,0,,,,,,,,,,
18520129,800,,,52,0,,,,,,,2,0,,
18520129,1400,,,47,0,,,,,,,,,,
18520130,800,,,-13,0,,,,,,,-7,0,,
18520130,1400,,,-68,0,,,,,,,,,,
18520131,800,,,14,0,,,,,,,,,,
18520131,1400,,,7,0,,,,,,,,,,
18520201,800,,,-39,0,,,,,,,60,0,,
18520201,1400,,,-44,0,,,,,,,,,,
18520202,800,,,42,0,,,,,,,35,0,,
18520202,1400,,,40,0,,,,,,,,,,
18520203,800,,,11,0,,,,,,,50,0,,
18520203,1400,,,35,0,,,,,,,,,,
18520204,800,,,57,0,,,,,,,12,0,,
18520204,1400,,,34,0,,,,,,,,,,
18520205,800,,,-54,0,,,,,,,70,0,,
18520205,1400,,,-65,0,,,,,,,,,,
18520206,800,,,-86,0,,,,,,,58,0,,
18520206,1400,,,-58,0,,,,,,,,,,
18520207,800,,,44,0,,,,,,,-3,0,,
18520207,1400,,,49,0,,,,,,,,,,
18520208,800,,,-35,0,,,,,,,30,0,,
18520208,1400,,,-85,0,,,,,,,,,,
18520209,800,,,-201,0,,,,,,,33,0,,
18520209,1400,,,-205,0,,,,,,,,,,
18520210,800,,,-90,0,,,,,,,-9,0,,
18520210,1400,,,-47,0,,,,,,,,,,
18520211,800,,,29,0,,,,,,,-15,0,,
18520211,1400,,,42,0,,,,,,,,,,
18520212,800,,,42,0,,,,,,,-33,0,,
18520212,1400,,,15,0,,,,,,,,,,
18520213,800,,,-37,0,,,,,,,-35,0,,
18520213,1400,,,-33,0,,,,,,,,,,
18520214,800,,,38,0,,,,,,,-25,0,,
18520214,1400,,,57,0,,,,,,,,,,
18520215,800,,,85,0,,,,,,,-43,0,,
18520215,1400,,,67,0,,,,,,,,,,
18520216,800,,,,,,,,,,,30,0,,
18520216,1400,,,24,0,,,,,,,,,,
18520217,800,,,-44,0,,,,,,,25,0,,
18520217,1400,,,-70,0,,,,,,,,,,
18520218,800,,,-143,0,,,,,,,-31,0,,
18520218,1400,,,-128,0,,,,,,,,,,
18520219,800,,,-97,0,,,,,,,-32,0,,
18520219,1400,,,-66,0,,,,,,,,,,
18520220,800,,,0,0,,,,,,,-29,0,,
18520220,1400,,,15,0,,,,,,,,,,
18520221,800,,,71,0,,,,,,,-2,0,,
18520221,1400,,,89,0,,,,,,,,,,
18520222,800,,,93,0,,,,,,,-45,0,,
18520222,1400,,,112,0,,,,,,,,,,
18520223,800,,,186,0,,,,,,,-55,0,,
18520223,1400,,,175,0,,,,,,,,,,
18520224,800,,,147,0,,,,,,,-65,0,,
18520224,1400,,,122,0,,,,,,,,,,
18520225,800,,,105,0,,,,,,,-65,0,,
18520225,1400,,,105,0,,,,,,,,,,
18520226,800,,,95,0,,,,,,,-53,0,,
18520226,1400,,,95,0,,,,,,,,,,
18520227,800,,,33,0,,,,,,,-19,0,,
18520227,1400,,,33,0,,,,,,,,,,
18520228,800,,,-69,0,,,,,,,-19,0,,
18520228,1400,,,-69,0,,,,,,,,,,
18520229,800,,,-213,0,,,,,,,,,,
18520229,1400,,,-113,0,,,,,,,,,,
18520301,800,,,-51,0,,,,,,,-24,0,,
18520301,1400,,,-67,0,,,,,,,,,,
18520302,800,,,,,,,,,,,-17,0,,
18520302,1400,,,-48,0,,,,,,,,,,
18520303,800,,,-24,0,,,,,,,-24,0,,
18520303,1400,,,23,0,,,,,,,,,,
18520304,800,,,116,0,,,,,,,-41,0,,
18520304,1400,,,127,0,,,,,,,,,,
18520305,800,,,194,0,,,,,,,-37,0,,
18520305,1400,,,201,0,,,,,,,,,,
18520306,800,,,213,0,,,,,,,-66,0,,
18520306,1400,,,211,0,,,,,,,,,,
18520307,800,,,200,0,,,,,,,-48,0,,
18520307,1400,,,189,0,,,,,,,,,,
18520308,800,,,153,0,,,,,,,-5,0,,
18520308,1400,,,142,0,,,,,,,,,,
18520309,800,,,126,0,,,,,,,-31,0,,
18520309,1400,,,118,0,,,,,,,,,,
18520310,800,,,117,0,,,,,,,-8,0,,
18520310,1400,,,104,0,,,,,,,,,,
18520311,800,,,46,0,,,,,,,-10,0,,
18520311,1400,,,22,0,,,,,,,,,,
18520312,800,,,86,0,,,,,,,-10,0,,
18520312,1400,,,91,0,,,,,,,,,,
18520313,800,,,105,0,,,,,,,-33,0,,
18520313,1400,,,116,0,,,,,,,,,,
18520314,800,,,126,0,,,,,,,-62,0,,
18520314,1400,,,121,0,,,,,,,,,,
18520315,800,,,121,0,,,,,,,-43,0,,
18520315,1400,,,109,0,,,,,,,,,,
18520316,800,,,91,0,,,,,,,11,0,,
18520316,1400,,,84,0,,,,,,,,,,
18520317,800,,,90,0,,,,,,,0,0,,
18520317,1400,,,90,0,,,,,,,,,,
18520318,800,,,85,0,,,,,,,-17,0,,
18520319,800,,,48,0,,,,,,,-23,0,,
18520319,1400,,,63,0,,,,,,,,,,
18520320,800,,,82,0,,,,,,,-19,0,,
18520320,1400,,,82,0,,,,,,,,,,
18520321,800,,,90,0,,,,,,,-10,0,,
18520321,1400,,,66,0,,,,,,,,,,
18520322,800,,,80,0,,,,,,,-22,0,,
18520322,1400,,,69,0,,,,,,,,,,
18520323,800,,,28,0,,,,,,,0,0,,
18520323,1400,,,10,0,,,,,,,,,,
18520324,800,,,-7,0,,,,,,,28,0,,
18520324,1400,,,-21,0,,,,,,,,,,
18520325,800,,,-3,0,,,,,,,-43,0,,
18520325,1400,,,-15,0,,,,,,,,,,
18520326,800,,,-62,0,,,,,,,-29,0,,
18520326,1400,,,-55,0,,,,,,,,,,
18520327,800,,,-69,0,,,,,,,-29,0,,
18520327,1400,,,-83,0,,,,,,,,,,
18520328,800,,,-70,0,,,,,,,-37,0,,
18520328,1400,,,-63,0,,,,,,,,,,
18520329,800,,,-90,0,,,,,,,-11,0,,
18520329,1400,,,-103,0,,,,,,,,,,
18520330,800,,,-153,0,,,,,,,55,0,,
18520330,1400,,,-147,0,,,,,,,,,,
18520331,800,,,-113,0,,,,,,,56,0,,
18520331,1400,,,-95,0,,,,,,,,,,
18520401,800,,,15,0,,,,,,,-34,0,,
18520401,1400,,,29,0,,,,,,,,,,
18520402,800,,,86,0,,,,,,,-50,0,,
18520402,1400,,,88,0,,,,,,,,,,
18520403,800,,,104,0,,,,,,,-59,0,,
18520403,1400,,,88,0,,,,,,,,,,
18520404,800,,,73,0,,,,,,,-24,0,,
18520404,1400,,,65,0,,,,,,,,,,
18520405,800,,,62,0,,,,,,,-18,0,,
18520405,1400,,,44,0,,,,,,,,,,
18520406,800,,,40,0,,,,,,,-8,0,,
18520406,1400,,,39,0,,,,,,,,,,
18520407,800,,,53,0,,,,,,,-36,0,,
18520407,1400,,,54,0,,,,,,,,,,
18520408,800,,,78,0,,,,,,,-30,0,,
18520408,1400,,,77,0,,,,,,,,,,
18520409,800,,,90,0,,,,,,,-42,0,,
18520409,1400,,,97,0,,,,,,,,,,
18520410,800,,,74,0,,,,,,,-37,0,,
18520410,1400,,,76,0,,,,,,,,,,
18520411,800,,,72,0,,,,,,,-23,0,,
18520411,1400,,,73,0,,,,,,,,,,
18520412,800,,,101,0,,,,,,,-29,0,,
18520412,1400,,,96,0,,,,,,,,,,
18520413,800,,,112,0,,,,,,,-41,0,,
18520413,1400,,,108,0,,,,,,,,,,
18520414,800,,,100,0,,,,,,,-55,0,,
18520414,1400,,,75,0,,,,,,,,,,
18520415,800,,,65,0,,,,,,,-15,0,,
18520415,1400,,,61,0,,,,,,,,,,
18520416,800,,,56,0,,,,,,,-71,0,,
18520416,1400,,,41,0,,,,,,,,,,
