Slijk Ewijk(116_G) "51:53:10" NB "5:47:23" OL     8.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,TD,Q_TD,T,Q_T,U,Q_U,RD,Q_RD
18740829,2000,,,,,,,,,161,0,,,,
18740829,2400,,,,,,,,,,,,,2,0
18740830,800,,,,,,,,,141,0,,,,
18740830,1300,,,,,,,,,200,0,,,,
18740830,2000,,,,,,,,,166,0,,,,
18740830,2400,,,,,,,,,,,,,2,0
18740831,800,,,,,,,,,162,0,,,,
18740831,1300,,,,,,,,,216,0,,,,
18740831,2000,,,,,,,,,177,0,,,,
18740831,2400,,,,,8,0,,,,,,,,
18740901,800,,,,,,,,,197,0,,,,
18740901,1300,,,,,,,,,244,0,,,,
18740901,2000,,,,,,,,,219,0,,,,
18740901,2400,,,,,,,,,,,,,3,0
18740902,800,,,,,,,,,208,0,,,,
18740902,1300,,,,,,,,,244,0,,,,
18740902,2000,,,,,,,,,200,0,,,,
18740902,2400,,,,,,,,,,,,,105,0
18740903,800,,,,,,,,,177,0,,,,
18740903,1300,,,,,,,,,227,0,,,,
18740903,2000,,,,,,,,,189,0,,,,
18740903,2400,,,,,,,,,,,,,89,0
18740904,800,,,,,,,,,175,0,,,,
18740904,1300,,,,,,,,,194,0,,,,
18740904,2000,,,,,,,,,161,0,,,,
18740904,2400,,,,,,,,,,,,,29,0
18740905,800,,,,,,,,,144,0,,,,
18740905,1300,,,,,,,,,177,0,,,,
18740905,2000,,,,,,,,,147,0,,,,
18740905,2400,,,,,,,,,,,,,8,0
18740906,800,,,,,,,,,155,0,,,,
18740906,1300,,,,,,,,,177,0,,,,
18740906,2000,,,,,,,,,144,0,,,,
18740906,2400,,,,,10,0,,,,,,,,
18740907,800,,,,,,,,,155,0,,,,
18740907,1300,,,,,,,,,214,0,,,,
18740907,2000,,,,,,,,,175,0,,,,
18740907,2400,,,,,10,0,,,,,,,,
18740908,800,,,,,,,,,166,0,,,,
18740908,1300,,,,,,,,,205,0,,,,
18740908,2000,,,,,,,,,172,0,,,,
18740908,2400,,,,,8,0,,,,,,,,
18740909,800,,,,,,,,,172,0,,,,
18740909,1300,,,,,,,,,197,0,,,,
18740909,2000,,,,,,,,,172,0,,,,
18740909,2400,,,,,,,,,,,,,58,0
18740910,800,,,,,,,,,150,0,,,,
18740910,1300,,,,,,,,,166,0,,,,
18740910,2000,,,,,,,,,144,0,,,,
18740910,2400,,,,,,,,,,,,,55,0
18740911,800,,,,,,,,,144,0,,,,
18740911,1300,,,,,,,,,172,0,,,,
18740911,2000,,,,,,,,,150,0,,,,
18740911,2400,,,,,,,,,,,,,98,0
18740912,800,,,,,,,,,172,0,,,,
18740912,1300,,,,,,,,,183,0,,,,
18740912,2000,,,,,,,,,141,0,,,,
18740912,2400,,,,,8,0,,,,,,,,
18740913,800,,,,,,,,,127,0,,,,
18740913,1300,,,,,,,,,172,0,,,,
18740913,2000,,,,,,,,,139,0,,,,
18740913,2400,,,,,,,,,,,,,8,0
18740914,800,,,,,,,,,133,0,,,,
18740914,1300,,,,,,,,,177,0,,,,
18740914,2000,,,,,,,,,136,0,,,,
18740914,2400,,,,,8,0,,,,,,,,
18740915,800,,,,,,,,,105,0,,,,
18740915,1300,,,,,,,,,155,0,,,,
18740915,2000,,,,,,,,,122,0,,,,
18740915,2400,,,,,2,0,,,,,,,,
18740916,800,,,,,,,,,100,0,,,,
18740916,1300,,,,,,,,,155,0,,,,
18740916,2000,,,,,,,,,127,0,,,,
18740916,2400,,,,,2,0,,,,,,,,
18740917,800,,,,,,,,,122,0,,,,
18740917,1300,,,,,,,,,189,0,,,,
18740917,2000,,,,,,,,,147,0,,,,
18740917,2400,,,,,8,0,,,,,,,,
18740918,800,,,,,,,,,144,0,,,,
18740918,1300,,,,,,,,,186,0,,,,
18740918,2000,,,,,,,,,155,0,,,,
18740918,2400,,,,,,,,,,,,,2,0
18740919,800,,,,,,,,,144,0,,,,
18740919,1300,,,,,,,,,189,0,,,,
18740919,2000,,,,,,,,,144,0,,,,
18740919,2400,,,,,8,0,,,,,,,,
18740920,800,,,,,,,,,105,0,,,,
18740920,1300,,,,,,,,,166,0,,,,
18740920,2000,,,,,,,,,144,0,,,,
18740920,2400,,,,,2,0,,,,,,,,
18740921,800,,,,,,,,,152,0,,,,
18740921,1300,,,,,,,,,200,0,,,,
18740921,2000,,,,,,,,,175,0,,,,
18740921,2400,,,,,,,,,,,,,7,0
18740922,800,,,,,,,,,172,0,,,,
18740922,1300,,,,,,,,,208,0,,,,
18740922,2000,,,,,,,,,183,0,,,,
18740922,2400,,,,,8,0,,,,,,,,
18740923,800,,,,,,,,,177,0,,,,
18740923,1300,,,,,,,,,211,0,,,,
18740923,2000,,,,,,,,,200,0,,,,
18740923,2400,,,,,,,,,,,,,71,0
18740924,800,,,,,,,,,177,0,,,,
18740924,1300,,,,,,,,,208,0,,,,
18740924,2000,,,,,,,,,175,0,,,,
18740924,2400,,,,,,,,,,,,,4,0
18740925,800,,,,,,,,,172,0,,,,
18740925,1300,,,,,,,,,208,0,,,,
18740925,2000,,,,,,,,,183,0,,,,
18740925,2400,,,,,5,0,,,,,,,,
18740926,800,,,,,,,,,177,0,,,,
18740926,1300,,,,,,,,,214,0,,,,
18740926,2000,,,,,,,,,172,0,,,,
18740926,2400,,,,,2,0,,,,,,,,
18740927,800,,,,,,,,,147,0,,,,
18740927,1300,,,,,,,,,202,0,,,,
18740927,2000,,,,,,,,,172,0,,,,
18740927,2400,,,,,8,0,,,,,,,,
18740928,800,,,,,,,,,161,0,,,,
18740928,1300,,,,,,,,,216,0,,,,
18740928,2000,,,,,,,,,195,0,,,,
18740928,2400,,,,,,,,,,,,,48,0
18740929,800,,,,,,,,,186,0,,,,
18740929,1300,,,,,,,,,208,0,,,,
18740929,2000,,,,,,,,,183,0,,,,
18740929,2400,,,,,5,0,,,,,,,,
18740930,800,,,,,,,,,169,0,,,,
18740930,1300,,,,,,,,,208,0,,,,
18740930,2000,,,,,,,,,172,0,,,,
18740930,2400,,,,,10,0,,,,,,,,
18741001,800,,,,,,,,,166,0,,,,
18741001,1300,,,,,,,,,208,0,,,,
18741001,2000,,,,,,,,,172,0,,,,
18741001,2400,,,,,,,,,,,,,10,0
18741002,800,,,,,,,,,152,0,,,,
18741002,1300,,,,,,,,,177,0,,,,
18741002,2000,,,,,,,,,144,0,,,,
18741002,2400,,,,,,,,,,,,,56,0
18741003,800,,,,,,,,,111,0,,,,
18741003,1300,,,,,,,,,144,0,,,,
18741003,2000,,,,,,,,,116,0,,,,
18741003,2400,,,,,,,,,,,,,81,0
18741004,800,,,,,,,,,105,0,,,,
18741004,1300,,,,,,,,,144,0,,,,
18741004,2000,,,,,,,,,127,0,,,,
18741004,2400,,,,,,,,,,,,,138,0
18741005,800,,,,,,,,,108,0,,,,
18741005,1300,,,,,,,,,122,0,,,,
18741005,2000,,,,,,,,,88,0,,,,
18741005,2400,,,,,,,,,,,,,11,0
18741006,800,,,,,,,,,83,0,,,,
18741006,1300,,,,,,,,,150,0,,,,
18741006,2000,,,,,,,,,116,0,,,,
18741006,2400,,,,,8,0,,,,,,,,
18741007,800,,,,,,,,,100,0,,,,
18741007,1300,,,,,,,,,144,0,,,,
18741007,2000,,,,,,,,,127,0,,,,
18741007,2400,,,,,10,0,,,,,,,,
18741008,800,,,,,,,,,111,0,,,,
18741008,1300,,,,,,,,,150,0,,,,
18741008,2000,,,,,,,,,100,0,,,,
18741008,2400,,,,,8,0,,,,,,,,
18741009,800,,,,,,,,,66,0,,,,
18741009,1300,,,,,,,,,141,0,,,,
18741009,2000,,,,,,,,,108,0,,,,
18741009,2400,,,,,,,,,,,,,5,0
18741010,800,,,,,,,,,108,0,,,,
18741010,1300,,,,,,,,,161,0,,,,
18741010,2000,,,,,,,,,111,0,,,,
18741010,2400,,,,,8,0,,,,,,,,
18741011,800,,,,,,,,,88,0,,,,
18741011,1300,,,,,,,,,155,0,,,,
18741011,2000,,,,,,,,,122,0,,,,
18741011,2400,,,,,8,0,,,,,,,,
18741012,800,,,,,,,,,111,0,,,,
18741012,1300,,,,,,,,,161,0,,,,
18741012,2000,,,,,,,,,116,0,,,,
18741012,2400,,,,,2,0,,,,,,,,
18741013,800,,,,,,,,,102,0,,,,
18741013,1300,,,,,,,,,152,0,,,,
18741013,2000,,,,,,,,,133,0,,,,
18741013,2400,,,,,2,0,,,,,,,,
18741014,800,,,,,,,,,116,0,,,,
18741014,1300,,,,,,,,,172,0,,,,
18741014,2000,,,,,,,,,139,0,,,,
18741014,2400,,,,,2,0,,,,,,,,
18741015,800,,,,,,,,,133,0,,,,
18741015,1300,,,,,,,,,175,0,,,,
18741015,2000,,,,,,,,,147,0,,,,
18741015,2400,,,,,10,0,,,,,,,,
18741016,800,,,,,,,,,139,0,,,,
18741016,1300,,,,,,,,,177,0,,,,
18741016,2000,,,,,,,,,152,0,,,,
18741016,2400,,,,,5,0,,,,,,,,
18741017,800,,,,,,,,,127,0,,,,
18741017,1300,,,,,,,,,186,0,,,,
18741017,2000,,,,,,,,,172,0,,,,
18741017,2400,,,,,8,0,,,,,,,,
18741018,800,,,,,,,,,155,0,,,,
18741018,1300,,,,,,,,,189,0,,,,
18741018,2000,,,,,,,,,155,0,,,,
18741018,2400,,,,,8,0,,,,,,,,
18741019,800,,,,,,,,,139,0,,,,
18741019,1300,,,,,,,,,194,0,,,,
18741019,2000,,,,,,,,,152,0,,,,
18741019,2400,,,,,,,,,,,,,68,0
18741020,800,,,,,,,,,144,0,,,,
18741020,1300,,,,,,,,,161,0,,,,
18741020,2000,,,,,,,,,105,0,,,,
18741020,2400,,,,,8,0,,,,,,,,
18741021,800,,,,,,,,,83,0,,,,
18741021,1300,,,,,,,,,116,0,,,,
18741021,2000,,,,,,,,,100,0,,,,
18741021,2400,,,,,,,,,,,,,73,0
18741022,800,,,,,,,,,86,0,,,,
18741022,1300,,,,,,,,,122,0,,,,
18741022,2000,,,,,,,,,80,0,,,,
18741022,2400,,,,,,,,,,,,,32,0
18741023,800,,,,,,,,,77,0,,,,
18741023,1300,,,,,,,,,108,0,,,,
18741023,2000,,,,,,,,,80,0,,,,
18741023,2400,,,,,,,,,,,,,5,0
18741024,800,,,,,,,,,86,0,,,,
18741024,1300,,,,,,,,,100,0,,,,
18741024,2000,,,,,,,,,86,0,,,,
18741024,2400,,,,,10,0,,,,,,,,
18741025,800,,,,,,,,,55,0,,,,
18741025,1300,,,,,,,,,116,0,,,,
18741025,2000,,,,,,,,,105,0,,,,
18741025,2400,,,,,10,0,,,,,,,,
18741026,800,,,,,,,,,108,0,,,,
18741026,1300,,,,,,,,,144,0,,,,
18741026,2000,,,,,,,,,125,0,,,,
18741026,2400,,,,,8,0,,,,,,,,
18741027,800,,,,,,,,,100,0,,,,
18741027,1300,,,,,,,,,150,0,,,,
18741027,2000,,,,,,,,,116,0,,,,
18741027,2400,,,,,10,0,,,,,,,,
18741028,800,,,,,,,,,83,0,,,,
18741028,1300,,,,,,,,,122,0,,,,
18741028,2000,,,,,,,,,77,0,,,,
18741028,2400,,,,,0,0,,,,,,,,
18741029,800,,,,,,,,,75,0,,,,
18741029,1300,,,,,,,,,127,0,,,,
18741029,2000,,,,,,,,,88,0,,,,
18741029,2400,,,,,,,,,,,,,1,0
18741030,800,,,,,,,,,86,0,,,,
18741030,1300,,,,,,,,,111,0,,,,
18741030,2000,,,,,,,,,88,0,,,,
18741030,2400,,,,,,,,,,,,,1,0
18741031,800,,,,,,,,,77,0,,,,
18741031,1300,,,,,,,,,88,0,,,,
18741031,2000,,,,,,,,,53,0,,,,
18741031,2400,,,,,2,0,,,,,,,,
18741101,800,,,,,,,,,66,0,,,,
18741101,1300,,,,,,,,,86,0,,,,
18741101,2000,,,,,,,,,61,0,,,,
18741101,2400,,,,,10,0,,,,,,,,
18741102,800,,,,,,,,,44,0,,,,
18741102,1300,,,,,,,,,66,0,,,,
18741102,2000,,,,,,,,,33,0,,,,
18741102,2400,,,,,10,0,,,,,,,,
18741103,800,,,,,,,,,27,0,,,,
18741103,1300,,,,,,,,,100,0,,,,
18741103,2000,,,,,,,,,88,0,,,,
18741103,2400,,,,,2,0,,,,,,,,
18741104,800,,,,,,,,,100,0,,,,
18741104,1300,,,,,,,,,116,0,,,,
18741104,2000,,,,,,,,,111,0,,,,
18741105,800,,,,,,,,,66,0,,,,
18741105,1300,,,,,,,,,100,0,,,,
18741105,2000,,,,,,,,,64,0,,,,
18741105,2400,,,,,2,0,,,,,,,,
18741106,800,,,,,,,,,58,0,,,,
18741106,1300,,,,,,,,,111,0,,,,
18741106,2000,,,,,,,,,108,0,,,,
18741106,2400,,,,,2,0,,,,,,,,
18741107,800,,,,,,,,,114,0,,,,
18741107,1300,,,,,,,,,127,0,,,,
18741107,2000,,,,,,,,,102,0,,,,
18741107,2400,,,,,2,0,,,,,,,,
18741108,800,,,,,,,,,50,0,,,,
18741108,1300,,,,,,,,,91,0,,,,
18741108,2000,,,,,,,,,47,0,,,,
18741109,800,,,,,,,,,42,0,,,,
18741109,1300,,,,,,,,,55,0,,,,
18741109,2000,,,,,,,,,55,0,,,,
18741110,800,,,,,,,,,77,0,,,,
18741110,1300,,,,,,,,,91,0,,,,
18741110,2000,,,,,,,,,61,0,,,,
18741110,2400,,,,,,,,,,,,,5,0
18741111,800,,,,,,,,,27,0,,,,
18741111,1300,,,,,,,,,47,0,,,,
18741111,2000,,,,,,,,,25,0,,,,
18741111,2400,,,,,,,,,,,,,49,0
18741112,800,,,,,,,,,19,0,,,,
18741112,1300,,,,,,,,,50,0,,,,
18741112,2000,,,,,,,,,16,0,,,,
18741112,2400,,,,,,,,,,,,,22,0
18741113,800,,,,,,,,,33,0,,,,
18741113,1300,,,,,,,,,39,0,,,,
18741113,2000,,,,,,,,,22,0,,,,
18741113,2400,,,,,,,,,,,,,72,0
18741114,800,,,,,,,,,11,0,,,,
18741114,1300,,,,,,,,,44,0,,,,
18741114,2000,,,,,,,,,19,0,,,,
18741115,800,,,,,,,,,33,0,,,,
18741115,1300,,,,,,,,,66,0,,,,
18741115,2000,,,,,,,,,66,0,,,,
18741115,2400,,,,,,,,,,,,,80,0
18741116,800,,,,,,,,,66,0,,,,
18741116,1300,,,,,,,,,72,0,,,,
18741116,2000,,,,,,,,,53,0,,,,
18741116,2400,,,,,,,,,,,,,85,0
18741117,800,,,,,,,,,55,0,,,,
18741117,1300,,,,,,,,,72,0,,,,
18741117,2000,,,,,,,,,47,0,,,,
18741117,2400,,,,,,,,,,,,,16,0
18741118,800,,,,,,,,,50,0,,,,
18741118,1300,,,,,,,,,72,0,,,,
18741118,2000,,,,,,,,,55,0,,,,
18741118,2400,,,,,,,,,,,,,39,0
18741119,800,,,,,,,,,66,0,,,,
18741119,1300,,,,,,,,,88,0,,,,
18741119,2000,,,,,,,,,66,0,,,,
18741119,2400,,,,,,,,,,,,,85,0
18741120,800,,,,,,,,,39,0,,,,
18741120,1300,,,,,,,,,61,0,,,,
18741120,2000,,,,,,,,,33,0,,,,
18741120,2400,,,,,,,,,,,,,13,0
18741121,800,,,,,,,,,39,0,,,,
18741121,1300,,,,,,,,,61,0,,,,
18741121,2000,,,,,,,,,33,0,,,,
18741121,2400,,,,,10,0,,,,,,,,
18741122,800,,,,,,,,,0,0,,,,
18741122,1300,,,,,,,,,44,0,,,,
18741122,2000,,,,,,,,,16,0,,,,
18741122,2400,,,,,2,0,,,,,,,,
18741123,800,,,,,,,,,19,0,,,,
18741123,1300,,,,,,,,,47,0,,,,
18741123,2000,,,,,,,,,11,0,,,,
18741123,2400,,,,,8,0,,,,,,,,
18741124,800,,,,,,,,,-8,0,,,,
18741124,1300,,,,,,,,,22,0,,,,
18741124,2000,,,,,,,,,-11,0,,,,
18741124,2400,,,,,8,0,,,,,,,,
18741125,800,,,,,,,,,-33,0,,,,
18741125,1300,,,,,,,,,8,0,,,,
18741125,2000,,,,,,,,,-22,0,,,,
18741125,2400,,,,,8,0,,,,,,,,
18741126,800,,,,,,,,,-44,0,,,,
18741126,1300,,,,,,,,,-8,0,,,,
18741126,2000,,,,,,,,,-39,0,,,,
18741126,2400,,,,,2,0,,,,,,,,
18741127,800,,,,,,,,,-39,0,,,,
18741127,1300,,,,,,,,,-11,0,,,,
18741127,2000,,,,,,,,,-33,0,,,,
18741127,2400,,,,,2,0,,,,,,,,
18741128,800,,,,,,,,,-27,0,,,,
18741128,1300,,,,,,,,,11,0,,,,
18741128,2000,,,,,,,,,0,0,,,,
18741128,2400,,,,,,,,,,,,,14,0
18741129,800,,,,,,,,,27,0,,,,
18741129,1300,,,,,,,,,69,0,,,,
18741129,2000,,,,,,,,,61,0,,,,
18741129,2400,,,,,,,,,,,,,30,0
18741130,800,,,,,,,,,64,0,,,,
18741130,1300,,,,,,,,,77,0,,,,
18741130,2000,,,,,,,,,75,0,,,,
18741130,2400,,,,,10,0,,,,,,,,
18741201,800,,,,,,,,,77,0,,,,
18741201,1300,,,,,,,,,80,0,,,,
18741201,2000,,,,,,,,,50,0,,,,
18741201,2400,,,,,,,,,,,,,55,0
18741202,800,,,,,,,,,27,0,,,,
18741202,1300,,,,,,,,,42,0,,,,
18741202,2000,,,,,,,,,8,0,,,,
18741202,2400,,,,,2,0,,,,,,,,
18741203,800,,,,,,,,,-27,0,,,,
18741203,1300,,,,,,,,,19,0,,,,
18741203,2000,,,,,,,,,-16,0,,,,
18741203,2400,,,,,2,0,,,,,,,,
18741204,800,,,,,,,,,-14,0,,,,
18741204,1300,,,,,,,,,27,0,,,,
18741204,2000,,,,,,,,,22,0,,,,
18741204,2400,,,,,8,0,,,,,,,,
18741205,800,,,,,,,,,27,0,,,,
18741205,1300,,,,,,,,,50,0,,,,
18741205,2000,,,,,,,,,50,0,,,,
18741205,2400,,,,,,,,,,,,,35,0
18741206,800,,,,,,,,,66,0,,,,
18741206,1300,,,,,,,,,94,0,,,,
18741206,2000,,,,,,,,,94,0,,,,
18741206,2400,,,,,,,,,,,,,46,0
18741207,800,,,,,,,,,44,0,,,,
18741207,1300,,,,,,,,,53,0,,,,
18741207,2000,,,,,,,,,39,0,,,,
18741207,2400,,,,,,,,,,,,,23,0
18741208,800,,,,,,,,,22,0,,,,
18741208,1300,,,,,,,,,50,0,,,,
18741208,2000,,,,,,,,,55,0,,,,
18741208,2400,,,,,,,,,,,,,80,0
18741209,800,,,,,,,,,77,0,,,,
18741209,1300,,,,,,,,,77,0,,,,
18741209,2000,,,,,,,,,44,0,,,,
18741209,2400,,,,,,,,,,,,,96,0
18741210,800,,,,,,,,,16,0,,,,
18741210,1300,,,,,,,,,44,0,,,,
18741210,2000,,,,,,,,,22,0,,,,
18741210,2400,,,,,2,0,,,,,,,,
18741211,800,,,,,,,,,5,0,,,,
18741211,1300,,,,,,,,,16,0,,,,
18741211,2000,,,,,,,,,14,0,,,,
18741211,2400,,,,,,,,,,,,,31,0
18741212,800,,,,,,,,,39,0,,,,
18741212,1300,,,,,,,,,64,0,,,,
18741212,2000,,,,,,,,,50,0,,,,
18741212,2400,,,,,,,,,,,,,21,0
18741213,800,,,,,,,,,44,0,,,,
18741213,1300,,,,,,,,,33,0,,,,
18741213,2000,,,,,,,,,22,0,,,,
18741213,2400,,,,,,,,,,,,,22,0
18741214,800,,,,,,,,,19,0,,,,
18741214,1300,,,,,,,,,27,0,,,,
18741214,2000,,,,,,,,,19,0,,,,
18741214,2400,,,,,,,,,,,,,2,0
18741215,800,,,,,,,,,0,0,,,,
18741215,1300,,,,,,,,,11,0,,,,
18741215,2000,,,,,,,,,0,0,,,,
18741215,2400,,,,,10,0,,,,,,,,
18741216,800,,,,,,,,,0,0,,,,
18741216,1300,,,,,,,,,8,0,,,,
18741216,2000,,,,,,,,,-11,0,,,,
18741216,2400,,,,,10,0,,,,,,,,
18741217,800,,,,,,,,,5,0,,,,
18741217,1300,,,,,,,,,14,0,,,,
18741217,2000,,,,,,,,,11,0,,,,
18741217,2400,,,,,8,0,,,,,,,,
18741218,800,,,,,,,,,8,0,,,,
18741218,1300,,,,,,,,,11,0,,,,
18741218,2000,,,,,,,,,8,0,,,,
18741218,2400,,,,,10,0,,,,,,,,
18741219,800,,,,,,,,,5,0,,,,
18741219,1300,,,,,,,,,14,0,,,,
18741219,2000,,,,,,,,,3,0,,,,
18741219,2400,,,,,,,,,,,,,50,0
18741220,800,,,,,,,,,-3,0,,,,
18741220,1300,,,,,,,,,22,0,,,,
18741220,2000,,,,,,,,,5,0,,,,
18741220,2400,,,,,8,0,,,,,,,,
18741221,800,,,,,,,,,-16,0,,,,
18741221,1300,,,,,,,,,3,0,,,,
18741221,2000,,,,,,,,,-11,0,,,,
18741222,800,,,,,,,,,-14,0,,,,
18741222,1300,,,,,,,,,11,0,,,,
18741222,2000,,,,,,,,,-11,0,,,,
18741222,2400,,,,,10,0,,,,,,,,
18741223,800,,,,,,,,,11,0,,,,
18741223,1300,,,,,,,,,27,0,,,,
18741223,2000,,,,,,,,,11,0,,,,
18741223,2400,,,,,10,0,,,,,,,,
18741224,800,,,,,,,,,-5,0,,,,
18741224,1300,,,,,,,,,5,0,,,,
18741224,2000,,,,,,,,,0,0,,,,
18741224,2400,,,,,,,,,,,,,25,0
18741225,800,,,,,,,,,-14,0,,,,
18741225,1300,,,,,,,,,11,0,,,,
18741225,2000,,,,,,,,,0,0,,,,
18741225,2400,,,,,10,0,,,,,,,,
18741226,800,,,,,,,,,-33,0,,,,
18741226,1300,,,,,,,,,0,0,,,,
18741226,2000,,,,,,,,,-22,0,,,,
18741226,2400,,,,,10,0,,,,,,,,
18741227,800,,,,,,,,,-16,0,,,,
18741227,1300,,,,,,,,,11,0,,,,
18741227,2000,,,,,,,,,-11,0,,,,
18741227,2400,,,,,10,0,,,,,,,,
18741228,800,,,,,,,,,-47,0,,,,
18741228,1300,,,,,,,,,-16,0,,,,
18741228,2000,,,,,,,,,-50,0,,,,
18741228,2400,,,,,10,0,,,,,,,,
18741229,800,,,,,,,,,-105,0,,,,
18741229,1300,,,,,,,,,-83,0,,,,
18741229,2000,,,,,,,,,-116,0,,,,
18741229,2400,,,,,10,0,,,,,,,,
18741230,800,,,,,,,,,-77,0,,,,
18741230,1300,,,,,,,,,-16,0,,,,
18741230,2000,,,,,,,,,-22,0,,,,
18741230,2400,,,,,10,0,,,,,,,,
18741231,800,,,,,,,,,-27,0,,,,
18741231,1300,,,,,,,,,-11,0,,,,
18741231,2000,,,,,,,,,-22,0,,,,
18741231,2400,,,,,10,0,,,,,,,,
18750101,800,,,,,,,,,-22,0,,,,
18750101,1300,,,,,,,,,-22,0,,,,
18750101,2000,,,,,,,,,-22,0,,,,
18750101,2400,,,,,10,0,,,,,,,,
18750102,800,,,,,,,,,-33,0,,,,
18750102,1300,,,,,,,,,8,0,,,,
18750102,2000,,,,,,,,,16,0,,,,
18750102,2400,,,,,,,,,,,,,94,0
18750103,800,,,,,,,,,27,0,,,,
18750103,1300,,,,,,,,,44,0,,,,
18750103,2000,,,,,,,,,39,0,,,,
18750103,2400,,,,,,,,,,,,,10,0
18750104,800,,,,,,,,,39,0,,,,
18750104,1300,,,,,,,,,55,0,,,,
18750104,2000,,,,,,,,,55,0,,,,
18750104,2400,,,,,,,,,,,,,12,0
18750105,800,,,,,,,,,61,0,,,,
18750105,1300,,,,,,,,,75,0,,,,
18750105,2000,,,,,,,,,72,0,,,,
18750105,2400,,,,,,,,,,,,,1,0
18750106,800,,,,,,,,,61,0,,,,
18750106,1300,,,,,,,,,66,0,,,,
18750106,2000,,,,,,,,,61,0,,,,
18750107,800,,,,,,,,,55,0,,,,
18750107,1300,,,,,,,,,55,0,,,,
18750107,2000,,,,,,,,,33,0,,,,
18750107,2400,,,,,10,0,,,,,,,,
18750108,800,,,,,,,,,16,0,,,,
18750108,1300,,,,,,,,,22,0,,,,
18750108,2000,,,,,,,,,19,0,,,,
18750108,2400,,,,,2,0,,,,,,,,
18750109,800,,,,,,,,,33,0,,,,
18750109,1300,,,,,,,,,50,0,,,,
18750109,2000,,,,,,,,,22,0,,,,
18750109,2400,,,,,10,0,,,,,,,,
18750110,800,,,,,,,,,16,0,,,,
18750110,1300,,,,,,,,,44,0,,,,
18750110,2000,,,,,,,,,27,0,,,,
18750110,2400,,,,,2,0,,,,,,,,
18750111,800,,,,,,,,,27,0,,,,
18750111,1300,,,,,,,,,64,0,,,,
18750111,2000,,,,,,,,,39,0,,,,
18750111,2400,,,,,8,0,,,,,,,,
18750112,800,,,,,,,,,22,0,,,,
18750112,1300,,,,,,,,,55,0,,,,
18750112,2000,,,,,,,,,55,0,,,,
18750112,2400,,,,,,,,,,,,,15,0
18750113,800,,,,,,,,,66,0,,,,
18750113,1300,,,,,,,,,77,0,,,,
18750113,2000,,,,,,,,,72,0,,,,
18750113,2400,,,,,10,0,,,,,,,,
18750114,800,,,,,,,,,61,0,,,,
18750114,1300,,,,,,,,,88,0,,,,
18750114,2000,,,,,,,,,80,0,,,,
18750114,2400,,,,,,,,,,,,,6,0
18750115,800,,,,,,,,,72,0,,,,
18750115,1300,,,,,,,,,88,0,,,,
18750115,2000,,,,,,,,,77,0,,,,
18750115,2400,,,,,8,0,,,,,,,,
18750116,800,,,,,,,,,44,0,,,,
18750116,1300,,,,,,,,,69,0,,,,
18750116,2000,,,,,,,,,75,0,,,,
18750116,2400,,,,,,,,,,,,,59,0
18750117,800,,,,,,,,,61,0,,,,
18750117,1300,,,,,,,,,61,0,,,,
18750117,2000,,,,,,,,,33,0,,,,
18750117,2400,,,,,,,,,,,,,11,0
18750118,800,,,,,,,,,55,0,,,,
18750118,1300,,,,,,,,,88,0,,,,
18750118,2000,,,,,,,,,94,0,,,,
18750118,2400,,,,,,,,,,,,,90,0
18750119,800,,,,,,,,,88,0,,,,
18750119,1300,,,,,,,,,100,0,,,,
18750119,2000,,,,,,,,,88,0,,,,
18750119,2400,,,,,,,,,,,,,27,0
18750120,800,,,,,,,,,108,0,,,,
18750120,1300,,,,,,,,,116,0,,,,
18750120,2000,,,,,,,,,94,0,,,,
18750120,2400,,,,,,,,,,,,,20,0
18750121,800,,,,,,,,,75,0,,,,
